ano,mes,id_cisp,id_aisp,id_risp,quantidade_arma_fabricacao_caseira,quantidade_carabina,quantidade_espingarda,quantidade_fuzil,quantidade_garrucha,quantidade_garruchao,quantidade_metralhadora,quantidade_outros,quantidade_pistola,quantidade_revolver,quantidade_submetralhadora,total
2024,10,34,14,2,0,1,0,11,0,0,0,0,12,2,0,26
2019,2,34,14,2,0,0,0,3,0,0,0,0,11,8,0,22
2024,3,35,40,2,0,0,5,12,0,0,0,0,10,1,0,28
2008,7,35,40,2,0,0,2,0,0,0,0,0,11,8,2,23
2017,9,35,40,2,0,0,0,2,0,0,0,0,12,6,1,21
2015,11,35,40,2,0,0,1,2,0,0,0,0,12,5,0,20
2009,9,35,40,2,0,0,2,0,0,0,1,0,13,6,0,22
2018,4,35,40,2,1,0,0,6,0,0,0,0,10,4,0,21
2016,3,35,40,2,0,0,1,1,0,0,0,0,13,6,0,21
2016,7,36,27,2,0,0,1,2,0,0,0,0,14,3,0,20
2018,10,36,27,2,0,0,0,9,0,0,0,0,9,2,1,21
2020,7,37,17,1,0,0,5,0,5,0,0,0,2,9,0,21
2017,6,37,17,1,0,0,0,60,0,0,0,0,4,1,0,65
2007,11,37,17,1,0,1,3,0,1,0,0,0,8,8,0,21
2014,10,37,17,1,0,0,1,5,0,0,0,0,12,2,0,20
2014,11,37,17,1,1,1,9,2,0,0,1,0,5,1,0,20
2014,6,37,17,1,0,0,11,4,0,0,0,0,1,1,4,21
2007,10,38,16,1,0,1,2,0,2,0,0,0,12,14,0,31
2007,3,38,16,1,0,0,2,1,1,0,0,0,5,11,0,20
2007,8,38,16,1,0,2,1,1,1,0,0,0,8,9,0,22
2007,4,38,16,1,0,1,1,0,0,0,0,0,7,17,0,26
2010,11,38,16,1,0,0,1,1,0,0,0,0,12,7,0,21
2007,1,38,16,1,2,0,2,2,1,0,0,1,6,11,0,25
2023,5,38,16,1,0,0,0,18,0,0,0,0,3,1,0,22
2007,7,38,16,1,0,0,2,2,0,0,1,0,8,10,0,23
2011,5,38,16,1,0,0,2,0,0,0,1,0,10,6,1,20
2016,11,38,16,1,0,0,2,6,0,0,0,0,13,3,0,24
2016,7,38,16,1,0,0,2,0,0,0,0,1,9,8,0,20
2007,5,38,16,1,0,0,5,0,0,0,1,0,8,12,0,26
2017,5,38,16,1,0,2,0,34,0,0,0,0,9,2,0,47
2007,9,38,16,1,0,1,3,1,1,0,0,1,6,10,0,23
2010,7,39,41,2,0,1,1,2,0,0,0,0,9,4,4,21
2012,5,39,41,2,0,0,0,5,0,0,2,0,14,7,1,29
2007,10,39,41,2,0,0,2,1,0,0,0,1,6,18,0,28
2013,4,39,41,2,0,1,3,2,0,0,0,0,8,5,1,20
2014,3,39,41,2,0,2,1,2,0,0,0,0,12,8,1,26
2017,5,39,41,2,0,0,1,5,0,0,0,0,13,7,0,26
2014,5,39,41,2,0,0,5,5,0,0,2,0,14,5,0,31
2010,4,39,41,2,0,0,0,0,0,0,1,0,14,5,0,20
2016,8,39,41,2,0,0,0,5,0,0,0,0,14,2,0,21
2017,11,39,41,2,0,0,0,5,0,0,0,0,68,5,0,78
2011,7,39,41,2,0,0,1,4,0,0,0,0,12,4,1,22
2009,11,39,41,2,0,1,1,1,0,0,1,0,12,5,1,22
2013,10,39,41,2,1,0,0,7,0,0,1,0,10,5,0,24
2015,3,39,41,2,0,1,0,12,0,0,0,1,9,9,1,33
2015,5,39,41,2,0,0,0,4,0,0,1,0,14,2,1,22
2015,2,39,41,2,0,0,0,11,0,0,2,0,13,5,1,32
2017,6,39,41,2,0,0,0,7,0,0,1,0,19,6,1,34
2007,9,39,41,2,0,0,3,5,1,0,0,0,7,20,0,36
2007,7,39,41,2,0,0,2,0,0,0,0,1,5,16,0,24
2024,5,39,41,2,0,1,0,16,0,0,0,0,6,1,0,24
2020,4,39,41,2,0,0,0,3,0,0,0,0,26,6,0,35
2014,10,39,41,2,0,0,4,5,0,0,0,0,14,7,1,31
2020,12,39,41,2,0,1,0,1,0,0,0,0,16,3,0,21
2011,5,39,41,2,0,0,2,1,0,0,0,0,14,4,0,21
2013,6,39,41,2,0,1,1,9,0,0,0,2,12,1,0,26
2020,3,39,41,2,0,0,0,4,0,0,0,0,16,3,1,24
2016,11,39,41,2,0,0,0,8,0,0,1,0,17,4,0,30
2016,12,39,41,2,0,0,0,5,0,0,0,0,14,5,0,24
2008,4,39,41,2,0,0,2,1,0,0,0,0,9,12,0,24
2016,1,39,41,2,0,0,0,6,0,0,1,0,11,1,1,20
2016,3,39,41,2,0,0,2,2,0,0,0,0,14,4,0,22
2016,5,39,41,2,0,0,0,3,0,0,0,0,14,5,1,23
2016,10,39,41,2,0,0,1,3,0,0,0,0,13,4,0,21
2012,1,39,41,2,0,1,4,5,0,0,2,0,11,8,1,32
2007,1,39,41,2,3,0,13,0,0,0,0,2,2,11,0,31
2015,7,39,41,2,0,0,0,1,0,0,0,0,22,5,0,28
2017,3,39,41,2,0,0,0,8,0,0,0,0,16,2,0,26
2018,1,39,41,2,0,0,0,2,0,0,0,0,15,2,1,20
2007,2,39,41,2,1,0,3,1,0,0,0,1,6,8,0,20
2016,7,39,41,2,0,0,2,2,0,0,0,0,19,4,2,29
2007,4,39,41,2,1,0,0,0,0,0,0,2,6,14,0,23
2012,10,39,41,2,0,2,1,7,0,0,0,0,7,5,0,22
2016,6,39,41,2,0,1,0,6,0,0,0,0,16,3,0,26
2007,3,39,41,2,1,0,4,2,0,0,0,5,9,12,0,33
2015,8,39,41,2,0,1,0,7,0,0,1,0,8,3,0,20
2017,1,39,41,2,0,0,2,5,0,0,0,0,24,3,0,34
2014,1,39,41,2,0,0,1,5,0,0,1,0,14,8,2,31
2009,10,39,41,2,0,0,2,7,0,0,2,1,13,9,2,36
2009,9,39,41,2,2,1,1,0,1,0,1,1,8,8,0,23
2008,5,39,41,2,0,0,0,4,0,0,2,0,11,13,1,31
2024,8,4,5,1,0,0,0,0,0,0,0,0,5,15,0,20
2007,7,41,18,2,0,0,0,0,0,0,0,0,1,21,0,22
2024,2,41,18,2,0,1,0,1,0,0,0,0,17,3,0,22
2023,11,43,27,2,0,0,3,4,0,0,0,0,12,1,0,20
2007,10,44,3,1,0,1,2,1,1,0,0,0,4,11,0,20
2008,1,44,3,1,0,0,3,0,0,0,0,0,3,16,0,22
2019,8,48,24,3,31,0,3,0,0,0,0,0,0,0,0,34
2018,10,48,24,3,0,0,0,0,0,0,0,0,34,1,0,35
2018,2,48,24,3,0,0,0,12,0,0,0,0,33,1,0,46
2021,11,48,24,3,0,0,0,7,0,0,0,0,35,1,0,43
2020,10,50,24,3,0,0,0,6,0,0,0,0,15,2,0,23
2018,5,50,24,3,0,0,2,0,1,0,2,0,8,9,0,22
2007,9,50,24,3,1,0,5,0,0,0,0,0,3,12,0,21
2021,11,50,24,3,4,0,35,2,3,0,0,0,6,7,0,57
2016,5,53,20,3,0,0,0,0,0,0,0,0,7,13,0,20
2007,4,54,39,3,0,0,2,0,0,0,0,0,4,20,0,26
2007,8,54,39,3,0,1,0,0,0,0,0,0,9,22,0,32
2008,2,54,39,3,0,0,1,0,1,0,0,0,4,20,0,26
2019,4,54,39,3,0,0,2,2,0,0,0,0,11,12,0,27
2020,1,54,39,3,0,0,0,1,0,0,0,0,26,1,0,28
2007,9,54,39,3,0,0,2,1,0,0,0,1,10,17,0,31
2009,11,54,39,3,0,0,0,0,0,0,0,0,8,12,0,20
2008,1,54,39,3,0,0,0,0,0,0,0,0,6,15,0,21
2014,10,54,39,3,0,0,4,5,0,0,0,0,12,11,0,32
2013,11,54,39,3,0,0,1,1,0,0,0,0,10,11,0,23
2021,1,54,39,3,0,0,1,11,0,0,1,1,23,9,0,46
2021,5,54,39,3,0,0,1,1,0,0,0,0,18,3,0,23
2008,3,54,39,3,0,0,1,0,0,0,0,0,7,13,0,21
2020,2,54,39,3,0,0,1,3,0,0,0,0,20,1,0,25
2016,9,54,39,3,0,0,1,2,0,0,0,0,14,11,0,28
2013,4,54,39,3,0,0,2,2,0,0,0,0,14,8,0,26
2021,3,54,39,3,0,0,2,2,0,0,0,0,16,2,0,22
2019,9,54,39,3,0,0,1,5,0,0,1,0,19,2,0,28
2008,6,54,39,3,1,0,1,0,0,0,0,0,4,16,0,22
2010,11,54,39,3,0,2,1,1,0,0,2,0,15,6,0,27
2019,7,54,39,3,0,0,1,2,0,0,0,0,18,8,0,29
2011,6,54,39,3,0,1,1,4,0,0,0,0,6,10,0,22
2024,7,54,39,3,0,0,0,5,0,0,0,0,9,5,1,20
2015,8,54,39,3,0,0,1,0,0,0,0,0,9,10,0,20
2017,8,54,39,3,0,0,1,1,1,0,0,0,7,15,0,25
2014,7,54,39,3,0,0,3,2,0,0,0,0,9,6,0,20
2017,4,54,39,3,0,0,2,1,0,0,0,0,9,9,0,21
2007,7,54,39,3,1,0,3,0,0,0,0,0,8,26,0,38
2009,10,54,39,3,0,2,2,0,1,0,1,0,4,16,0,26
2010,1,54,39,3,0,2,1,0,0,0,0,0,10,9,0,22
2014,2,54,39,3,0,1,2,0,0,0,0,3,11,8,0,25
2015,7,54,39,3,0,0,1,0,0,0,0,0,8,11,0,20
2021,10,54,39,3,0,1,1,5,0,0,0,0,11,7,0,25
2022,2,54,39,3,0,1,0,12,0,0,0,0,19,1,0,33
2014,5,54,39,3,0,0,0,0,0,0,0,0,12,7,1,20
2007,5,54,39,3,2,0,2,0,0,0,0,0,8,21,1,34
2018,9,54,39,3,0,0,0,2,0,0,0,0,10,12,0,24
2025,1,54,39,3,0,0,0,6,0,0,0,1,12,3,0,22
2018,2,54,39,3,0,1,0,0,0,0,1,0,13,8,0,23
2013,2,54,39,3,0,0,3,0,0,0,1,0,12,10,0,26
2013,5,54,39,3,0,0,1,1,1,0,0,0,11,8,0,22
2019,10,54,39,3,0,0,0,2,0,0,0,0,23,7,0,32
2018,4,54,39,3,0,0,0,2,0,0,0,0,14,5,0,21
2013,7,54,39,3,1,0,5,2,1,0,1,1,7,15,0,33
2014,11,54,39,3,0,1,2,2,0,0,0,0,8,9,0,22
2019,6,54,39,3,0,0,1,1,0,0,0,0,12,11,0,25
2008,4,54,39,3,0,0,1,1,2,0,0,0,5,20,0,29
2015,5,54,39,3,0,0,1,0,0,0,0,0,11,9,0,21
2018,8,54,39,3,0,0,2,2,0,0,0,0,22,5,0,31
2007,12,54,39,3,0,0,0,0,0,0,0,1,4,21,0,26
2008,5,54,39,3,0,0,0,1,1,0,0,0,4,20,1,27
2019,11,54,39,3,0,1,0,2,0,0,0,1,11,8,1,24
2019,1,54,39,3,0,0,1,2,0,0,1,0,15,7,0,26
2011,12,54,39,3,0,1,1,3,2,0,0,1,13,12,0,33
2015,2,54,39,3,0,0,1,0,0,0,0,0,10,11,0,22
2018,5,54,39,3,0,0,0,0,0,0,0,0,17,7,0,24
2009,3,54,39,3,0,0,1,0,1,0,0,0,9,14,0,25
2016,12,54,39,3,0,0,0,2,0,0,0,0,13,7,1,23
2023,5,54,39,3,0,1,0,1,0,0,0,0,19,3,0,24
2013,10,54,39,3,0,0,1,0,0,0,0,0,5,14,0,20
2015,3,54,39,3,0,0,0,1,0,0,0,0,8,12,0,21
2017,1,54,39,3,0,0,0,3,0,0,0,0,15,7,1,26
2015,4,54,39,3,1,1,1,1,0,0,0,0,14,6,1,25
2018,6,54,39,3,0,1,1,1,0,0,0,0,16,8,0,27
2018,11,54,39,3,0,0,1,1,0,0,1,0,11,7,0,21
2016,8,54,39,3,0,0,1,0,0,0,0,0,8,11,0,20
2017,3,54,39,3,0,0,1,0,0,0,0,0,12,8,0,21
2007,11,54,39,3,0,1,1,1,0,0,0,0,5,21,0,29
2013,3,54,39,3,0,0,3,4,0,0,0,0,25,8,0,40
2014,6,54,39,3,0,0,2,0,0,0,0,0,8,15,2,27
2010,10,54,39,3,0,2,1,1,0,0,0,0,12,14,0,30
2013,1,54,39,3,0,0,4,0,0,0,0,0,19,14,1,38
2016,10,54,39,3,0,0,0,0,0,0,0,0,7,18,0,25
2019,5,54,39,3,0,0,0,4,0,0,1,0,13,6,0,24
2020,12,54,39,3,0,0,1,1,0,0,0,0,23,5,0,30
2018,10,54,39,3,0,0,0,0,0,0,0,0,17,7,1,25
2019,8,54,39,3,0,0,0,2,0,0,0,0,16,3,0,21
2016,5,54,39,3,0,1,1,0,0,0,0,0,8,11,0,21
2015,1,54,39,3,0,1,2,2,0,0,0,0,11,9,1,26
2014,9,54,39,3,0,0,2,0,0,0,2,0,15,6,0,25
2022,7,55,24,3,0,0,0,2,0,0,0,0,19,2,0,23
2011,4,56,20,3,0,0,0,0,0,0,0,0,10,13,0,23
2009,1,56,20,3,0,0,2,1,0,0,0,0,7,13,0,23
2010,6,56,20,3,0,0,2,1,1,0,1,0,10,12,0,27
2012,11,56,20,3,0,0,1,1,0,0,3,0,12,7,1,25
2014,8,56,20,3,0,0,3,1,0,0,0,0,5,12,1,22
2022,10,56,20,3,0,0,0,1,1,0,0,0,15,4,0,21
2014,10,56,20,3,0,0,0,4,1,0,0,0,8,9,0,22
2022,8,56,20,3,0,0,6,17,1,0,0,0,7,4,1,36
2023,5,56,20,3,0,0,0,2,0,0,0,0,14,3,1,20
2013,10,56,20,3,0,0,1,3,0,0,0,0,11,11,1,27
2016,6,56,20,3,0,0,0,0,0,0,0,0,12,13,0,25
2015,6,56,20,3,0,0,2,1,0,0,0,0,16,6,0,25
2016,2,56,20,3,0,1,2,2,0,0,1,0,5,9,0,20
2017,11,56,20,3,0,0,1,2,0,0,0,0,14,9,0,26
2010,4,56,20,3,0,0,0,0,1,0,0,0,8,14,0,23
2010,7,56,20,3,0,0,1,0,0,0,1,0,9,10,0,21
2013,7,56,20,3,0,0,0,0,0,0,0,1,12,8,0,21
2016,3,56,20,3,0,0,0,0,0,0,0,0,15,5,0,20
2014,3,56,20,3,0,0,1,0,0,0,0,1,14,8,0,24
2014,10,58,20,3,0,0,0,0,0,0,0,0,4,16,0,20
2014,6,58,20,3,0,0,0,2,0,0,1,0,9,12,0,24
2022,11,58,20,3,22,0,6,0,0,0,0,0,3,2,0,33
2014,9,58,20,3,0,0,1,0,0,0,0,0,9,10,0,20
2017,4,58,20,3,14,0,2,0,0,0,0,0,5,7,0,28
2010,11,59,15,3,0,2,2,2,0,0,0,0,17,16,0,39
2011,9,59,15,3,0,0,0,3,0,0,0,0,14,6,1,24
2014,10,59,15,3,0,1,0,0,0,0,1,1,17,11,0,31
2014,11,59,15,3,0,0,0,4,0,0,0,0,6,11,0,21
2009,6,59,15,3,0,0,0,0,0,0,1,4,4,15,0,24
2009,2,59,15,3,0,2,0,0,0,0,0,0,15,10,2,29
2012,1,59,15,3,0,0,1,2,0,0,0,0,13,8,0,24
2011,4,59,15,3,0,0,0,0,0,0,0,1,12,18,0,31
2011,5,59,15,3,0,0,0,1,1,0,4,1,17,7,0,31
2018,10,59,15,3,0,0,1,0,0,0,1,0,12,8,0,22
2007,5,59,15,3,0,0,5,1,1,0,0,0,14,30,0,51
2009,10,59,15,3,0,0,0,9,0,0,0,0,13,6,0,28
2010,5,59,15,3,1,0,1,0,0,0,0,2,12,12,1,29
2007,11,59,15,3,0,0,2,0,0,0,0,0,4,18,0,24
2012,5,59,15,3,0,0,0,0,0,0,1,0,13,17,0,31
2018,9,59,15,3,0,0,2,20,0,0,0,0,11,7,0,40
2008,7,59,15,3,0,0,0,1,0,0,0,1,6,13,0,21
2008,5,59,15,3,0,0,3,1,0,0,0,1,6,12,0,23
2012,3,59,15,3,2,0,0,1,0,0,0,0,20,20,0,43
2013,5,59,15,3,0,0,0,1,0,0,1,0,9,18,0,29
2014,2,59,15,3,0,0,1,4,0,0,0,0,15,9,0,29
2015,1,59,15,3,0,0,2,2,0,0,0,0,11,7,1,23
2023,2,59,15,3,0,0,0,11,0,0,0,0,19,6,0,36
2014,1,59,15,3,0,0,2,3,0,0,0,0,12,10,1,28
2015,4,59,15,3,0,1,1,0,0,0,1,0,12,6,0,21
2016,12,59,15,3,0,0,1,3,0,0,0,1,16,10,0,31
2017,8,59,15,3,0,0,0,0,0,0,0,0,10,10,0,20
2008,3,59,15,3,0,1,1,0,0,0,0,1,6,14,0,23
2008,12,59,15,3,0,0,1,0,0,0,0,0,7,25,0,33
2009,4,59,15,3,0,0,1,0,2,0,0,1,9,16,0,29
2013,4,59,15,3,0,0,1,3,0,0,0,0,16,19,1,40
2014,8,59,15,3,0,0,0,3,0,0,0,0,10,10,0,23
2007,3,59,15,3,0,0,1,5,0,0,0,1,14,22,0,43
2008,6,59,15,3,1,0,0,0,0,0,0,0,5,18,0,24
2012,11,59,15,3,0,0,1,2,0,0,1,0,13,10,0,27
2016,11,59,15,3,0,0,0,1,0,0,0,0,16,13,0,30
2018,8,59,15,3,0,0,0,1,2,0,0,0,14,8,0,25
2011,7,59,15,3,0,0,0,1,0,0,0,0,10,9,1,21
2011,3,59,15,3,0,0,0,1,0,0,0,0,16,12,0,29
2010,6,59,15,3,0,0,2,1,0,0,0,0,11,7,0,21
2011,6,59,15,3,0,0,0,0,0,0,0,0,8,12,1,21
2012,8,59,15,3,0,0,0,1,0,0,0,0,12,11,0,24
2017,7,59,15,3,0,0,0,2,0,0,0,0,13,9,0,24
2010,12,59,15,3,0,0,0,0,1,0,0,0,9,12,0,22
2011,11,59,15,3,0,0,0,0,0,0,0,0,17,13,0,30
2014,5,59,15,3,0,0,1,0,0,0,0,0,12,10,0,23
2013,8,59,15,3,0,0,0,1,0,0,0,2,16,7,0,26
2022,1,59,15,3,0,0,0,5,0,0,0,1,14,3,0,23
2008,11,59,15,3,0,0,2,0,0,0,0,0,5,16,0,23
2011,1,59,15,3,0,0,2,4,0,0,0,0,21,10,0,37
2012,6,59,15,3,0,0,0,0,0,0,2,0,14,13,0,29
2018,6,59,15,3,0,1,2,0,0,0,0,0,15,11,0,29
2009,7,59,15,3,0,0,1,0,0,0,0,1,15,12,0,29
2009,9,59,15,3,0,0,3,4,0,0,0,0,7,9,0,23
2011,10,59,15,3,0,0,0,1,0,0,0,1,14,17,5,38
2012,7,59,15,3,0,0,2,1,1,0,0,0,12,7,0,23
2013,6,59,15,3,0,0,2,0,0,0,0,0,14,11,0,27
2018,5,59,15,3,0,0,2,0,0,0,0,0,10,13,0,25
2010,7,59,15,3,0,0,2,1,0,0,0,0,10,15,1,29
2012,4,59,15,3,0,0,0,0,0,0,2,0,11,10,0,23
2018,7,59,15,3,0,0,0,0,0,0,0,0,12,12,0,24
2007,1,59,15,3,0,0,0,2,0,0,0,3,13,18,0,36
2007,9,59,15,3,0,0,4,1,1,0,0,0,7,22,0,35
2008,10,59,15,3,0,0,2,1,0,0,0,1,8,16,0,28
2010,3,59,15,3,0,0,3,6,0,0,0,0,13,8,0,30
2012,10,59,15,3,0,0,0,0,0,0,0,0,13,16,0,29
2007,6,59,15,3,0,0,0,3,0,0,0,0,10,20,0,33
2010,9,59,15,3,0,0,0,1,0,0,0,0,9,10,0,20
2012,12,59,15,3,0,0,0,0,0,0,0,0,15,14,0,29
2013,9,59,15,3,0,0,0,1,0,0,0,0,18,7,0,26
2013,11,59,15,3,0,0,0,1,0,0,0,0,7,20,0,28
2017,2,59,15,3,0,0,0,1,0,0,0,0,12,6,1,20
2022,7,59,15,3,0,5,33,0,0,0,0,0,12,6,0,56
2024,7,59,15,3,0,0,0,2,0,0,0,1,14,3,0,20
2017,3,59,15,3,0,0,0,1,0,0,0,0,17,17,0,35
2018,11,59,15,3,0,0,0,3,0,0,0,0,10,10,0,23
2009,11,59,15,3,0,0,3,2,0,0,1,0,8,9,0,23
2013,3,59,15,3,0,0,0,1,0,0,0,0,13,17,1,32
2017,11,59,15,3,0,1,0,1,0,0,0,0,15,5,0,22
2007,2,59,15,3,0,0,1,0,0,0,0,0,15,25,0,41
2010,4,59,15,3,1,0,2,1,0,0,0,0,21,14,0,39
2007,4,59,15,3,0,0,0,1,0,0,1,0,11,15,0,28
2007,7,59,15,3,0,1,2,2,0,0,0,1,5,22,0,33
2009,3,59,15,3,0,0,3,0,0,0,0,2,7,109,0,121
2013,7,59,15,3,0,0,0,0,0,0,0,0,19,4,0,23
2020,8,6,4,1,0,0,0,13,0,0,0,0,16,0,0,29
2008,3,6,4,1,0,0,3,5,1,0,1,0,4,6,0,20
2013,2,60,15,3,0,2,0,0,0,0,0,0,12,7,1,22
2016,12,60,15,3,0,0,0,3,1,0,0,0,11,5,0,20
2021,2,60,15,3,0,2,1,2,0,0,0,0,13,8,0,26
2012,1,60,15,3,0,0,0,0,0,0,0,0,4,16,0,20
2013,3,60,15,3,0,0,0,0,0,0,0,0,9,12,0,21
2023,7,60,15,3,0,0,3,2,0,0,0,0,12,3,0,20
2025,1,60,15,3,0,0,0,5,0,0,0,0,13,1,1,20
2012,8,60,15,3,0,0,0,0,0,0,0,0,6,15,0,21
2012,10,60,15,3,0,0,0,0,0,0,0,0,11,9,0,20
2014,3,60,15,3,0,0,0,0,1,0,1,0,7,16,0,25
2014,7,60,15,3,0,0,1,0,0,0,0,0,11,8,0,20
2014,2,60,15,3,0,3,2,0,0,0,0,0,14,18,0,37
2019,6,60,15,3,0,0,0,0,0,0,0,0,9,12,0,21
2013,6,60,15,3,0,0,0,0,0,0,0,0,3,21,0,24
2007,5,60,15,3,0,0,0,0,0,0,0,0,8,17,0,25
2011,9,60,15,3,0,0,1,0,0,0,4,0,7,9,0,21
2010,8,60,15,3,0,0,1,1,0,0,0,1,12,8,2,25
2022,7,60,15,3,0,0,0,8,0,0,0,0,12,3,0,23
2013,4,60,15,3,0,0,0,0,0,0,0,0,5,15,0,20
2010,6,60,15,3,1,0,0,5,0,0,0,1,7,14,0,28
2023,11,60,15,3,0,0,0,4,0,0,0,0,20,3,0,27
2013,7,60,15,3,0,0,0,0,0,0,0,0,12,8,1,21
2022,3,60,15,3,0,0,0,0,0,0,0,1,16,5,0,22
2013,10,60,15,3,0,2,0,0,0,0,1,0,7,9,2,21
2017,10,60,15,3,0,0,1,0,0,0,1,0,8,10,0,20
2023,5,60,15,3,0,0,0,5,0,0,0,0,11,5,0,21
2018,11,61,15,3,0,0,0,0,0,0,0,28,0,0,0,28
2007,8,62,15,3,0,0,2,1,0,0,0,0,8,28,0,39
2009,1,62,15,3,0,0,0,1,0,0,0,0,7,17,0,25
2008,1,62,15,3,0,0,0,0,0,0,0,0,2,18,0,20
2008,11,62,15,3,0,0,4,0,0,0,1,1,5,13,0,24
2014,11,62,15,3,0,0,0,1,0,0,0,0,15,5,0,21
2007,5,62,15,3,0,0,2,0,0,0,0,0,13,39,0,54
2008,4,62,15,3,0,0,2,1,1,0,0,1,7,38,0,50
2007,6,62,15,3,0,0,2,1,0,0,0,1,16,28,0,48
2007,3,62,15,3,0,2,3,1,1,0,0,1,9,12,0,29
2008,3,62,15,3,1,0,3,0,0,0,0,1,6,27,0,38
2008,5,62,15,3,0,1,3,1,0,0,0,0,6,33,0,44
2009,3,62,15,3,0,0,0,1,0,0,0,0,21,11,0,33
2007,7,62,15,3,0,1,3,0,0,0,0,0,12,34,0,50
2007,9,62,15,3,0,0,7,0,0,1,0,1,2,17,0,28
2007,10,62,15,3,0,1,6,0,0,0,0,0,1,19,0,27
2008,10,62,15,3,0,0,0,0,0,0,0,0,9,13,0,22
2007,12,62,15,3,1,1,0,0,0,0,0,0,4,20,0,26
2009,11,62,15,3,0,0,3,1,0,0,0,0,10,7,0,21
2007,4,62,15,3,1,0,2,0,0,0,0,0,10,19,0,32
2008,12,62,15,3,0,1,1,0,0,0,1,0,9,8,0,20
2007,11,62,15,3,0,0,1,0,0,1,0,0,4,19,0,25
2009,6,62,15,3,0,1,1,0,0,0,2,0,12,12,0,28
2007,3,63,24,3,14,0,5,0,0,0,0,0,1,3,0,23
2019,1,63,24,3,15,0,0,13,0,0,0,0,9,1,0,38
2014,6,64,21,3,0,1,2,0,2,0,0,0,21,15,0,41
2007,6,64,21,3,0,0,4,0,0,0,0,0,3,15,0,22
2009,5,64,21,3,0,0,2,0,1,0,0,0,6,11,0,20
2015,3,64,21,3,0,0,0,0,1,0,0,0,7,18,0,26
2023,1,64,21,3,0,0,0,1,0,0,0,0,21,1,0,23
2012,8,64,21,3,0,0,0,0,0,0,0,0,10,12,0,22
2008,2,64,21,3,0,0,2,0,0,0,0,1,3,15,0,21
2016,6,64,21,3,0,0,0,0,1,0,0,0,10,10,0,21
2017,8,64,21,3,0,0,2,0,0,0,0,0,12,16,0,30
2016,1,64,21,3,0,0,1,1,0,0,0,0,15,10,0,27
2011,6,64,21,3,0,0,2,1,1,0,0,0,6,14,0,24
2024,3,64,21,3,0,0,0,0,0,0,1,0,22,3,0,26
2013,10,64,21,3,0,0,1,0,3,0,0,0,10,7,0,21
2016,3,64,21,3,0,1,1,1,0,0,1,0,19,5,0,28
2016,5,64,21,3,0,0,3,0,0,0,0,2,28,9,1,43
2017,5,64,21,3,0,0,0,2,0,0,0,0,12,11,0,25
2018,3,64,21,3,0,1,0,0,0,0,0,1,12,6,0,20
2024,4,64,21,3,0,0,0,1,0,0,0,0,16,4,0,21
2024,12,64,21,3,0,0,0,5,0,0,0,0,11,5,0,21
2023,4,64,21,3,0,0,1,5,0,0,0,0,19,7,0,32
2007,12,64,21,3,0,0,0,0,0,0,0,2,8,12,0,22
2017,4,64,21,3,0,0,0,0,1,0,0,0,13,9,0,23
2008,8,64,21,3,0,0,1,1,0,0,1,0,8,11,0,22
2009,6,64,21,3,0,0,0,0,2,0,0,0,3,20,0,25
2016,2,64,21,3,0,1,1,0,0,0,1,0,8,9,0,20
2020,2,64,21,3,0,0,0,0,0,0,0,0,15,6,0,21
2018,1,64,21,3,0,0,0,1,0,0,0,0,10,10,0,21
2023,5,64,21,3,0,0,0,3,0,0,0,0,16,1,0,20
2024,5,64,21,3,0,0,0,1,0,0,0,0,18,4,0,23
2009,9,64,21,3,0,0,0,1,0,0,0,1,4,17,0,23
2014,12,64,21,3,0,0,1,0,0,0,0,0,18,3,0,22
2024,1,64,21,3,0,0,0,8,0,0,0,1,13,1,0,23
2023,7,64,21,3,0,0,0,4,0,0,0,0,15,2,0,21
2015,10,64,21,3,0,0,1,0,0,0,0,0,7,17,0,25
2017,2,64,21,3,0,0,1,0,0,0,0,0,7,12,0,20
2016,11,64,21,3,0,0,0,3,0,0,0,0,10,13,0,26
2014,8,64,21,3,0,0,0,0,1,0,0,0,9,10,0,20
2018,5,64,21,3,0,0,1,3,0,0,0,0,18,8,0,30
2023,6,64,21,3,0,0,0,3,1,0,0,0,14,4,0,22
2014,5,64,21,3,0,0,0,4,0,0,0,0,9,13,0,26
2024,2,64,21,3,0,0,0,4,0,0,0,1,12,3,0,20
2014,11,64,21,3,0,0,1,0,0,0,1,0,16,11,0,29
2015,12,64,21,3,0,0,0,0,0,0,0,0,6,16,0,22
2023,11,64,21,3,0,0,0,1,0,0,0,0,20,5,0,26
2017,3,64,21,3,0,0,0,0,0,0,0,0,15,11,1,27
2024,11,64,21,3,0,0,0,3,0,0,0,0,24,6,0,33
2017,9,64,21,3,0,0,0,1,0,0,0,0,11,10,0,22
2020,3,64,21,3,0,0,0,0,0,0,0,0,13,8,0,21
2015,6,64,21,3,0,0,1,1,0,0,0,0,11,9,0,22
2007,9,64,21,3,0,0,0,0,0,0,0,1,7,15,0,23
2016,4,64,21,3,0,0,2,1,0,0,0,0,14,12,0,29
2008,6,64,21,3,0,0,2,0,0,0,0,0,8,15,0,25
2016,9,64,21,3,0,0,1,2,0,0,0,0,10,10,0,23
2023,3,64,21,3,0,0,0,6,0,0,0,0,17,1,0,24
2022,8,64,21,3,0,0,0,0,0,0,0,0,17,4,0,21
2008,3,64,21,3,0,0,1,3,1,0,0,1,7,18,0,31
